Source,Name,Home City,House,Race,Gender,Class,RefID,BaseID,Primary Skills,Morality,Aggression,Faction(s),Class Details,Essential,Location,Training,Merchant,Gold,Sells,Buys,Race Details,Follower,Respawns,Store,AdoptHF,Protected,Perks,Marry,StewardHF,Horses,Added by,Level ,Health ,Magicka,Stamina 
https://en.uesp.net/wiki/Skyrim:Donnel,Donnel,Markarth,None,Elder,Male,Witchblade,000D673D,000D673A,"Destruction, One-handed, Block, Illusion",No Crime,Unaggressive,CrimeFactionReach; MS01TreasuryHouseForsworn; MarkarthTreasuryHouseFaction; TownMarkarthFaction,None,No,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,140,95,50
https://en.uesp.net/wiki/Skyrim:Nana_Ildene,Nana Ildene,Markarth,None,Breton,Female,Witchblade,1.98E+11,000133A0,"Destruction, One-handed, Block, Illusion",No Crime,Unaggressive,CrimeFactionReach; MS01TreasuryHouseForsworn; MarkarthTreasuryHouseFaction; Thieves Guild No Pickpocketing Faction; TownMarkarthFaction,None,No,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,Augmented Flames (rank 1); Recovery (rank 1),No,No,None,Vanilla,10,140,95,50
https://en.uesp.net/wiki/Skyrim:Reburrus_Quintilius,Reburrus Quintilius,Markarth,None,Imperial,Male,Citizen,1980000,000133B3,None,No Crime,Unaggressive,CrimeFactionReach; MS02VictimsFaction; MarkarthTreasuryHouseFaction; Sons of Skyrim Government; TownMarkarthFaction,None,Yes,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Rhiada,Rhiada,Markarth,None,Breton,Female,Citizen,000198FE,000133B4,"Alchemy, Conjuration",No Crime,Unaggressive,CrimeFactionReach; MarkarthTreasuryHouseFaction; MarkarthWarrensEltrysFaction; MarkarthWarrensTenantsFaction; Thieves Guild No Pickpocketing Faction; TownMarkarthFaction,None,No,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Thonar_Silver-Blood,Thonar Silver-Blood,Markarth,None,Nord,Male,Warrior,198000000,000133BA,"One-handed, Block, Heavy Armor, Two-handed",No Crime,Aggressive,CrimeFactionReach; MS02VictimsFaction; MarkarthThonarBetridFaction; MarkarthTreasuryHouseFaction; Thieves Guild No Pickpocketing Faction; TownMarkarthFaction,CombatWarrior1H,Yes. Until No One Escapes Cidhna Mine is complete.,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,108,50,67
https://en.uesp.net/wiki/Skyrim:Thongvor_Silver-Blood,Thongvor Silver-Blood,Markarth,None,Nord,Male,Warrior,198000,000133BB,"Heavy Armor, One-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionReach; Favor250QuestGiverFaction; MS02VictimsFaction; MarkarthTreasuryHouseFaction; NPCs the Player cannot marry; Sons of Skyrim Government; TownMarkarthFaction,CombatWarrior1H,Yes,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Yngvar_the_Singer,Yngvar the Singer,Markarth,None,Nord,Male,Barbarian,19800000,000133C1,"Light Armor, Two-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionReach; JobHousecarlFaction; MS02VictimsFaction; MarkarthDoubterFaction; MarkarthTreasuryHouseFaction; Sons of Skyrim Government; TownMarkarthFaction,None,Yes,The Treasury House,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Aicantar,Aicantar,Markarth,None,High Elf,Male,Conjurer,19909,0001402E,"Conjuration, Restoration, Alteration, Destruction",No Crime,Unaggressive,CrimeFactionReach; MarkarthKeepFaction; MarkarthWizardFaction; ServicesMarkarthCastleWizard; TownMarkarthFaction,CombatMageConjurer,No,"Understone Keep, Calcelmo's Laboratory",None,FALSE,0,None,None,NaN,No,No,None,No,No,Augmented Frost (rank 1); Augmented Shock (rank 1); Mage Armor (rank 1); Magic Resistance (rank 1); Recovery (rank 1); Regeneration,No,No,None,Vanilla,5,83.6,151.4,50
https://en.uesp.net/wiki/Skyrim:Anton_Virane,Anton Virane,Markarth,None,Breton,Male,Citizen,0001990A,13387,"Alchemy, Conjuration",No Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; FavorExcludedFaction; JobMerchantFaction; MarkarthCastleServantsFaction; MarkarthKeepFaction; ServicesMarkarthCastleCook; TownMarkarthFaction",None,"Yes, until Recipe for Disaster",Understone Keep,None,TRUE,100,"7 Random drinks, 10 Random inn food","Innkeeper (Food, Raw Food)",NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,50,67,67
https://en.uesp.net/wiki/Skyrim:Calcelmo,Calcelmo,Markarth,None,High Elf,Male,Conjurer,19908,0001338E,"Conjuration, Restoration, Alteration, Destruction",No Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; MarkarthKeepFaction; ServicesMarkarthCastleWizard; TownMarkarthFaction",CombatMageConjurer,Yes,None,None,TRUE,500 (+500 Investor; +1000 Master Trader),See Standard Merchandise,"Spells (Books, Clothing, Daedric Artifacts, Jewelry, Scrolls, Soul Gems, Spell Tomes, Staves)",NaN,No,No,Understone Keep,No,No,Augmented Frost (rank 1); Augmented Shock (rank 1); Mage Armor (rank 1); Magic Resistance (rank 1); Recovery (rank 1); Regeneration,No,No,None,Vanilla,10,124.7,110.3,50
https://en.uesp.net/wiki/Skyrim:Faleen,Faleen,Markarth,None,Redguard,Female,Warrior,19905,13397,"Heavy Armor, One-handed, Archery, Block",No Crime,Aggressive,CrimeFactionReach; Imperial Government; Ruling Government; TownMarkarthFaction,CombatWarrior1H,Yes,Understone Keep,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Ghorza_gra-Bagol,Ghorza gra-Bagol,Markarth,None,Orc,Female,Blacksmith,19906,0001339A,None,No Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; MarkarthCastleBlacksmithFaction; MarkarthGhorzaFaction; MarkarthKeepFaction; PotentialMarriageFaction; ServicesMarkarthBlacksmith; Skill Trainer; Smithing Trainer; TownMarkarthFaction",TrainerSmithingJourneyman,No,Understone Keep,Smithing (Common),TRUE,1000 (+500 Investor; +1000 Master Trader),See Standard Merchandise,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",NaN,No,No,Blacksmith's workshop north of The Hag's Cure,No,No,None,Yes,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Igmund,Igmund,Markarth,None,Nord,Male,Barbarian,19903,0001339F,"Light Armor, Two-handed, Archery, Block",No Crime,Aggressive,CrimeFactionReach; Favor151QuestGiverFaction; Favor157QuestGiverFaction; Favor250QuestGiverFaction; Imperial Government; MQ201PartyGuestUnhappy; NPCs the Player cannot marry; Ruling Government; TownMarkarthFaction; faction for party guests,None,Yes,Understone Keep,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Legate_Emmanuel_Admand,Legate Emmanuel Admand,Markarth,None,Breton,Male,Soldier,"00037F98
00077DC5",000844D0,"Archery, Block, One-handed, Two-handed",No Crime,Aggressive,CWDialogueSoldierFaction; CWFieldCOFaction; CWImperialFactionNPC; CWImperialFaction; CWImperialFieldCOVoiceTypeFaction; CrimeFactionImperial; Faction for CW soldiers; Guard Faction,None,Yes,"Reach Imperial Camp, Understone Keep",None,FALSE,0,None,None,NaN,No,No,None,No,No,Extra Damage,No,No,None,Vanilla,2.5,62,50,60.8
https://en.uesp.net/wiki/Skyrim:Moth_gro-Bagol,Moth gro-Bagol,Markarth,None,Orc,Male,Blacksmith,00055A63,00055A5E,None,No Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; JobBlacksmithFaction; JobMerchantFaction; MarkarthCastleBlacksmithFaction; MarkarthKeepFaction; PotentialMarriageFaction; ServicesMarkarthCastleBlacksmith; TownMarkarthFaction",VendorBlacksmith,No,None,None,TRUE,500 (+500 Investor†; +1000 Master Trader),See Standard Merchandise,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",NaN,No,No,Smithy at north end of Understone Keep,No,No,None,Yes,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Ondolemar,Ondolemar,None,None,High Elf,Male,Destruction Mage,0001990D,000133AF,"Destruction, Restoration, Alteration, Sneak",No Crime,Aggressive,CrimeFactionReach; Imperial Government; Imperial Justiciar Faction; JobJusticiar; MarkarthKeepFaction; Ruling Government; Thalmor; Thieves Guild No Pickpocketing Faction; TownMarkarthFaction,CombatMageDestruction,No,Understone Keep,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,124.7,110.3,50
https://en.uesp.net/wiki/Skyrim:Raerek,Raerek,Markarth,None,Elder,Male,Citizen,19904,000133B2,None,No Crime,Unaggressive,CrimeFactionReach; Imperial Government; Ruling Government; TownMarkarthFaction,None,Yes,Understone Keep,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Rondach,Rondach,Markarth,None,Breton,Male,Citizen,0001990B,000133B6,None,No Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; MarkarthCastleServantsFaction; MarkarthKeepFaction; TownMarkarthFaction",None,No,Understone Keep,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Tacitus_Sallustius,Tacitus Sallustius,Markarth,None,Imperial,Male,Blacksmith,19907,0001402D,"Block, One-handed, Restoration, Smithing, Speech",Any Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; MarkarthKeepFaction; ServicesMarkarthBlacksmith; TownMarkarthFaction",VendorBlacksmith,No,Understone Keep,None,TRUE,1000 (+500 Investor; +1000 Master Trader),See Ghorza gra-Bagol,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",NaN,No,No,Blacksmith workshop near The Hag's Cure,No,No,None,No,No,None,Vanilla,6,95,60,70
https://en.uesp.net/wiki/Skyrim:Thalmor_Soldier,Thalmor,None,None,High Elf,Male,(?),N/A,N/A,None,No Crime,Aggressive,Thalmor,None,No,"Northshore Landing, Abandoned Lodge",None,FALSE,0,None,None,NaN,No,Yes,None,No,No,None,No,No,None,Vanilla,20,346,88,126
https://en.uesp.net/wiki/Skyrim:Voada,Voada,Markarth,None,Breton,Female,Citizen,0001990C,000133C0,None,No Crime,Unaggressive,"CrimeFactionReach; During sieges, staff and family hide.; MarkarthCastleServantsFaction; MarkarthKeepFaction; TownMarkarthFaction",None,No,Understone Keep,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Argis_the_Bulwark,Argis the Bulwark,Markarth,None,Nord,Male,Warrior,000A2C92,000A2C8C,"Heavy Armor, One-handed, Archery, Block",Any Crime,Aggressive,HousecarlMarkarthCrimeFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction; TownMarkarthFaction,CombatWarrior1H,No,Vlindrel Hall,None,FALSE,0,None,None,NaN,Yes,No,None,No,Yes,None,Yes,No,None,Vanilla,10,205.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Cairine,Cairine,Markarth,None,Breton,Female,Citizen,000D6702,000D66FE,Conjuration,No Crime,Unaggressive,CrimeFactionReach; MarkarthWarrensTenantsFaction; TownMarkarthFaction,None,No,The Warrens,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Cosnach,Cosnach,Markarth,None,Breton,Male,Warrior,000198FA,13390,"Heavy Armor, One-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionReach; Favor017QuestGiverFaction; FavorJobsDrunksFaction; MarkarthCosnachFaction; MarkarthDoubterFaction; MarkarthSilverBloodInnFaction; MarkarthSilverBloodPatronFaction; MarkarthWarrensTenantsFaction; PotentialFollowerFaction; PotentialMarriageFaction; TownMarkarthFaction,CombatWarrior1H,No,The Warrens,None,FALSE,0,None,None,NaN,Yes,No,None,No,No,None,Yes,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Degaine,Degaine,Markarth,None,Breton,Male,Beggar,0001F325,13392,"Conjuration, Speech",No Crime,Unaggressive,CrimeFactionReach; FavorExcludedFaction; FavorJobsBeggarsFaction; FavorJobsDrunksFaction; MarkarthDoubterFaction; MarkarthSilverBloodPatronFaction; Thieves Guild No Pickpocketing Faction; TownMarkarthFaction,None,No,The Warrens,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Dryston,Dryston,Markarth,None,Breton,Male,Barbarian,000D6713,000D6711,"Light Armor, Two-handed, Archery, Block",Violence Against Enemies,Aggressive,CrimeFactionReach; MarkarthWarrensTenantsFaction; TownMarkarthFaction,None,No,The Warrens,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Eltrys,Eltrys,Markarth,None,Breton,Male,Citizen,000198FD,13394,"Alchemy, Conjuration",No Crime,Unaggressive,CrimeFactionReach; MarkarthWarrensEltrysFaction; MarkarthWarrensTenantsFaction; Thieves Guild No Pickpocketing Faction; TownMarkarthFaction,None,Yes. Until found dead during The Forsworn Conspiracy,Shrine of Talos,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Garvey,Garvey,Markarth,None,Breton,Male,Scout,000D6704,000D6703,"Archery, Sneak, Light Armor, Restoration",No Crime,Unaggressive,CrimeFactionReach; MarkarthWarrensTenantsFaction; Skill Trainer; Sneak Trainer; TownMarkarthFaction,TrainerSneakExpert,No,The Warrens,Sneak (Expert),FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,124.7,79.7,79.7
https://en.uesp.net/wiki/Skyrim:Hathrasil,Hathrasil,Markarth,None,Breton,Male,Citizen,000198FB,0001339C,None,No Crime,Unaggressive,CrimeFactionReach; MarkarthSmelterWorkersFaction; MarkarthWarrensTenantsFaction; TownMarkarthFaction,None,No,The Warrens,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Omluag,Omluag,Markarth,None,Breton,Male,Citizen,000198FC,000133AE,None,No Crime,Unaggressive,CrimeFactionReach; Favor013QuestGiverFaction; MarkarthOmluagFaction; MarkarthSmelterWorkersFaction; MarkarthWarrensTenantsFaction; PotentialMarriageFaction; TownMarkarthFaction,None,No,The Warrens,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,Yes,No,None,Vanilla,6,50,50,50
https://en.uesp.net/wiki/Skyrim:Alva,Alva,Morthal,Alva's House,Nord,Female,Vampire,0001AA5C,135000000,"Sneak, Conjuration, Light Armor, One-handed",No Crime,Aggressive,CrimeFactionHjaalmarch; MS14AlvaAndHroggar; MorthalAlvasHouseFaction; TownMorthalFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,281,186,118
https://en.uesp.net/wiki/Skyrim:Hroggar,Hroggar,Morthal,Alva's House,Nord,Male,Lumberjack,0001AA5D,000135F0,"Two-handed, One-handed, Smithing",Violence Against Enemies,Aggressive,CrimeFactionHjaalmarch; FavorJobsChopWoodFaction; JobLumberjackFaction; MS14AlvaAndHroggar; TownMorthalFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,7,100,70,70
https://en.uesp.net/wiki/Skyrim:Agni,Agni,Morthal,Falion's House,Nord,Female,Child,0001AA5F,13500000,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionHjaalmarch; MorthalFalionsHouseFaction; TownMorthalFaction,None,No,None,None,FALSE,0,None,None,Child,No,No,None,No,No,None,No,No,None,Vanilla,4,65,0,80
https://en.uesp.net/wiki/Skyrim:Falion,Falion,Morthal,Falion's House,Redguard,Male,Conjurer,0001AA5E,1.35E+11,"Conjuration, Restoration, Alteration, Destruction",No Crime,Unaggressive,Conjuration Trainer; CrimeFactionHjaalmarch; MorthalFalionsHouseFaction; ServicesMorthalFalion; Skill Trainer; TownMorthalFaction,TrainerConjurationMaster,Yes,None,Conjuration (Master),TRUE,500 (+1000 Master Trader),See Standard Merchandise,"Spells (Books, Clothing, Daedric Artifacts, Jewelry, Scrolls, Soul Gems, Spell Tomes, Staves)",NaN,No,No,None,No,No,None,No,No,None,Vanilla,15,167,143,50
https://en.uesp.net/wiki/Skyrim:Benor,Benor,Morthal,None,Nord,Male,Warrior,0001AA65,13500000000,"Heavy Armor, Two-handed, Archery, Block",Any Crime,Unaggressive,CrimeFactionHjaalmarch; Favor017QuestGiverFaction; MorthalGuardhouseFaction; PotentialFollowerFaction; PotentialMarriageFaction; TownMorthalFaction,CombatWarrior2H,No,Guardhouse,None,FALSE,0,None,None,NaN,Yes,No,None,No,No,None,Yes,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Morthal_Guard,Morthal Guard,Morthal,None,Nord,Male,Warrior,N/A,000604F4,None,Indeterminate,Indeterminate,CrimeFactionHjaalmarch; Imperial Legion; Guard Faction; GuardFaction; NPC faction,None,No,None,None,FALSE,0,None,None,NaN,No,Yes,None,No,No,None,No,No,None,Vanilla,20,0,0,0
https://en.uesp.net/wiki/Skyrim:Aslfur,Aslfur,Morthal,None,Nord,Male,Ranger,0001AA68,1350000000,"Light Armor, Archery, Block, One-handed, Two-handed",Any Crime,Unaggressive,CrimeFactionHjaalmarch; Imperial Government; Morthal Longhouse Faction; Ruling Government; TownMorthalFaction,None,Yes,Highmoon Hall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,100,50,75
https://en.uesp.net/wiki/Skyrim:Gorm,Gorm,Morthal,None,Nord,Male,Warrior,0001AA69,000135EA,"One-handed, Two-handed",Any Crime,Unaggressive,CrimeFactionHjaalmarch; Imperial Government; Morthal Longhouse Faction; Ruling Government; TownMorthalFaction,CombatWarrior1H,No,Highmoon Hall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Idgrod_Ravencrone,Idgrod Ravencrone,Morthal,None,Elder,Female,Mystic,0001AA66,000135EB,"Alteration, Illusion, Conjuration, Sneak",No Crime,Unaggressive,CrimeFactionHjaalmarch; Favor255QuestGiverFaction; Imperial Government; MQ201PartyGuestUnhappy; Morthal Longhouse Faction; MorthalJarlFaction; NPCs the Player cannot marry; Ruling Government; TownMorthalFaction; faction for party guests,None,Yes,Highmoon Hall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,65,55
https://en.uesp.net/wiki/Skyrim:Idgrod_the_Younger,Idgrod the Younger,Morthal,Highmoon Hall,Nord,Female,Sorcerer,0001AA67,000135EC,Two-handed,No Crime,Unaggressive,CrimeFactionHjaalmarch; Favor001QuestGiverFaction; Imperial Government; Morthal Longhouse Faction; Ruling Government; TownMorthalFaction,CombatSorcerer,"Yes, see Bugs",None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,65,55
https://en.uesp.net/wiki/Skyrim:Joric,Joric,Morthal,None,Nord,Male,Child,0001AA6A,000135EE,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionHjaalmarch; Imperial Government; Morthal Longhouse Faction; Ruling Government; TownMorthalFaction,None,No,Highmoon Hall,None,FALSE,0,None,None,Child,No,No,None,No,No,None,No,No,None,Vanilla,4,65,0,80
https://en.uesp.net/wiki/Skyrim:Legate_Taurinus_Duilis,Legate Taurinus Duilis,Morthal,None,Imperial,Male,Soldier,"00077DD7
00037F94",000844B2,"Archery, Block, One-handed, Two-handed",No Crime,Aggressive,CWDialogueSoldierFaction; CWFieldCOFaction; CWImperialFactionNPC; CWImperialFaction; CWImperialFieldCOVoiceTypeFaction; CrimeFactionImperial; Faction for CW soldiers; Guard Faction,None,Yes,Highmoon Hall,None,FALSE,0,None,None,NaN,No,No,None,No,No,Extra Damage,No,No,None,Vanilla,2.5,62,50,60.8
https://en.uesp.net/wiki/Skyrim:Valdimar,Valdimar,Morthal,None,Nord,Male,Sorcerer,xx00521D,xx00521B,"One-handed, Heavy Armor, Alteration, Destruction, Restoration",Any Crime,Aggressive,BYOHHousecarlFaction; BYOHHousecarlHjaalmarchCrimeFaction; CurrentFollowerFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction,BYOHHousecarlHjaalmarchClass,No,Highmoon Hall,None,FALSE,0,None,None,NaN,Yes,No,None,No,Yes,Augmented Frost (rank 1); Recovery (rank 1); Regeneration; Hack and Slash (rank 1); Fighting Stance; Custom Fit,Yes,Yes,None,Hearthfire,10,341.5,246.5,197
https://en.uesp.net/wiki/Skyrim:Jorgen,Jorgen,Morthal,Jorgen and Lami's House,Nord,Male,Lumberjack,0001AA60,000138B6,"Smithing, Two-handed, Alchemy, Enchanting, One-handed",No Crime,Unaggressive,CrimeFactionHjaalmarch; FavorJobsChopWoodFaction; JobLumberjackFaction; MorthalJorgensHouseFaction; TownMorthalFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,125,60,50
https://en.uesp.net/wiki/Skyrim:Lami,Lami,Morthal,Jorgen and Lami's House,Nord,Female,Apothecary,0001AA61,000135EF,Two-handed,Any Crime,Unaggressive,Alchemy Trainer; CrimeFactionHjaalmarch; Favor110QuestGiverFaction; JobApothecaryFaction; JobMerchantFaction; Lami Services; MorthalJorgensHouseFaction; Skill Trainer; TownMorthalFaction,TrainerAlchemyJourneyman,No,None,Alchemy (Common),TRUE,500 (+500 Investor; +1000 Master Trader),See Thaumaturgist's Hut,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",NaN,No,No,Thaumaturgist's Hut,No,No,None,No,No,None,Vanilla,3,41,57,57
https://en.uesp.net/wiki/Skyrim:Jonna,Jonna,Morthal,None,Redguard,Female,Blacksmith,0001AA62,000135ED,"One-handed, Smithing",Any Crime,Unaggressive,CrimeFactionHjaalmarch; JobInnkeeperFaction; JobMerchantFaction; ServicesMorthalJonna; TownMorthalFaction,VendorBlacksmith,No,None,None,TRUE,100,See Moorside Inn,"Innkeeper (Food, Raw Food)",NaN,No,No,Moorside Inn,No,No,None,No,No,None,Vanilla,4,77,56,62
https://en.uesp.net/wiki/Skyrim:Lurbuk,Lurbuk,Morthal,None,Orc,Male,Bard,0001AA64,0001AA63,Heavy Armor,Any Crime,Unaggressive,BardSingerInstrumentalOnlyFaction; CrimeFactionHjaalmarch; FavorExcludedFaction; JobBardFaction,None,No,Moorside Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,73,63,59
https://en.uesp.net/wiki/Skyrim:Thonnir,Thonnir,Morthal,Thonnir's House,Nord,Male,Lumberjack,0001AA6B,000135F2,Two-handed,No Crime,Unaggressive,CrimeFactionHjaalmarch; JobLumberjackFaction; MorthalThonnirsHouseFaction; TownMorthalFaction,None,Yes,None,None,TRUE,0,Lumber(HF),None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,3,41,57,57
https://en.uesp.net/wiki/Skyrim:Virkmund,Virkmund,Morthal,Thonnir's House,Nord,Male,Child,0001AA6C,000135F1,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionHjaalmarch; MorthalThonnirsHouseFaction; TownMorthalFaction,None,No,None,None,FALSE,0,None,None,Child,No,No,None,No,No,None,No,No,None,Vanilla,4,65,0,80
https://en.uesp.net/wiki/Skyrim:Bralsa_Drel,Bralsa Drel,Raven Rock,Abandoned Building,Dark Elf,Female,Miner,xx018F16,xx018F15,"Alchemy, Smithing, Enchanting, Destruction",No Crime,Unaggressive,DLC2PillarBuilderFaction; DLC2CrimeRavenRockFaction; Raven Rock Beggar Faction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,Yes,None,No,No,None,Dragonborn,10,125,80,80
https://en.uesp.net/wiki/Skyrim:Rirns_Llervu,Rirns Llervu,Raven Rock,None,Dark Elf,Male,Beggar,xx018F17,xx018F14,"Speech, Sneak, Pickpocket, Destruction",No Crime,Unaggressive,DLC2PillarBuilderFaction; DLC2CrimeRavenRockFaction; Raven Rock Beggar Faction,None,No,"Earth Stone, Abandoned Building",None,FALSE,0,None,None,NaN,No,No,None,No,Yes,None,No,No,None,Dragonborn,10,125,80,80
https://en.uesp.net/wiki/Skyrim:Dreyla_Alor,Dreyla Alor,Raven Rock,Alor House,Dark Elf,Female,Farmer,xx018295,xx018294,"Alchemy, Smithing, Enchanting, Destruction",No Crime,Unaggressive,DLC2PillarBuilderFaction; Fethis and Dreyla Alor's Shared Faction; DLC2CrimeRavenRockFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,Yes,None,No,No,None,Dragonborn,10,125,80,80
https://en.uesp.net/wiki/Skyrim:Fethis_Alor,Fethis Alor,Raven Rock,Alor House,Dark Elf,Male,Farmer,xx018293,xx018292,"Alchemy, Smithing, Enchanting, Destruction",No Crime,Unaggressive,DLC2PillarBuilderFaction; JobMerchantFaction; Fethis and Dreyla Alor's Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Fethis Services Faction; Street Vendor,None,No,None,None,TRUE,1500 (+1000 Master Trader),General merchandise,All,NaN,No,No,None,No,Yes,None,No,No,None,Dragonborn,10,125,80,80
https://en.uesp.net/wiki/Skyrim:Captain_Veleth,Captain Veleth,Raven Rock,The Bulwark,Dark Elf,Male,Warrior,xx0182AD,xx0182AC,"Two-handed, Heavy Armor, Archery, Block",No Crime,Aggressive,DLC2RR01 Veleth Ally Faction; DLC2CrimeRavenRockFaction; Raven Rock Bulwark Faction; Raven Rock Guard Faction,CombatWarrior2H,Yes,"Old Attius Farm, Raven Rock",None,FALSE,0,None,None,NaN,No,No,None,No,No,"Barbarian, Champion's Stance, Limbsplitter",No,No,None,Dragonborn,25,625.5,50,247
https://en.uesp.net/wiki/Skyrim:Redoran_Guard,Redoran Guard,Raven Rock,None,Dark Elf,Male,Soldier,N/A,N/A,None,No Crime,Aggressive,DLC2CrimeRavenRockFaction; Raven Rock Guard Faction; Raven Rock Bulwark Faction; GuardFaction,None,No,None,None,FALSE,0,None,None,NaN,No,Yes,None,No,Yes,Extra Damage,No,No,None,Vanilla,20,0,50,0
https://en.uesp.net/wiki/Skyrim:Aphia_Velothi,Aphia Velothi,Raven Rock,Caerellius House,Dark Elf,Female,Priest,xx01827D,xx01827C,"Speech, Restoration, Alchemy, Illusion, Smithing, Enchanting",No Crime,Unaggressive,Crescius & Aphia Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Crescius Caerellius's House Faction; Restoration Trainer; Skill Trainer,TrainerRestorationJourneyman,No,None,Restoration (Common),FALSE,0,None,None,NaN,No,No,None,No,Yes,None,No,No,None,Dragonborn,10,125,50,110
