name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
K2-400 b,203.0,15.108,Super Earth,2022,1.67,Earth,1.163,Earth,,0.010677618,0.0,Transit
K2-401 b,655.0,14.014,Neptune-like,2022,5.74,Earth,0.202,Jupiter,,0.017248461,0.0,Transit
K2-402 b,1706.0,13.032,Neptune-like,2022,7.65,Earth,0.239,Jupiter,,0.047364816,0.0,Transit
K2-403 b,804.0,12.305,Neptune-like,2022,24.6,Earth,0.476,Jupiter,,0.09199178,0.0,Transit
K2-404 b,397.0,14.622,Neptune-like,2022,6.94,Earth,0.226,Jupiter,,0.035865847,0.0,Transit
K2-405 b,643.0,12.816,Neptune-like,2022,18.9,Earth,0.408,Jupiter,,0.009308693,0.0,Transit
K2-406 b,278.0,9.465,Neptune-like,2022,19.2,Earth,0.411,Jupiter,,0.061601643,0.0,Transit
K2-407 b,712.0,11.969,Super Earth,2022,2.19,Earth,1.283,Earth,,0.013415469,0.0,Transit
K2-407 c,712.0,11.969,Super Earth,2022,2.42,Earth,1.36,Earth,,0.025188226,0.0,Transit
K2-408 b,529.0,12.056,Super Earth,2022,3.45,Earth,1.677,Earth,,0.057494868,0.0,Transit
K2-409 b,1406.0,12.902,Neptune-like,2022,6.72,Earth,0.221,Jupiter,,0.005201916,0.0,Transit
K2-411 b,973.0,12.27,Terrestrial,2022,0.937,Earth,0.99,Earth,0.0511,0.008761123,0.0,Transit
K2-412 b,2134.0,15.746,Neptune-like,2022,5.13,Earth,2.116,Earth,0.0586,0.01615332,0.0,Transit
K2-413 b,930.0,15.013,Terrestrial,2022,0.363,Earth,0.76,Earth,0.0117,0.0021902807,0.0,Transit
K2-413 c,930.0,15.013,Super Earth,2022,2.05,Earth,1.233,Earth,0.0426,0.01451061,0.0,Transit
K2-414 b,848.0,14.289,Super Earth,2022,1.98,Earth,1.219,Earth,0.0487,0.012046544,0.0,Transit
K2-414 c,848.0,14.289,Super Earth,2022,4.38,Earth,1.929,Earth,0.0552,0.0183436,0.0,Transit
K2-42 b,1295.0,15.006,Neptune-like,2016,5.27,Earth,2.15,Earth,0.0617,0.0183436,0.0,Transit
K2-43 b,595.0,15.748,Neptune-like,2016,18.5,Earth,0.402,Jupiter,0.03784,0.009582478,0.07,Transit
K2-43 c,595.0,15.748,Neptune-like,2019,6.44,Earth,0.216,Jupiter,,0.006023272,0.0,Transit
K2-44 b,1555.0,12.27,Neptune-like,2016,6.5,Earth,0.217,Jupiter,0.06,0.015605749,0.0,Transit
K2-45 b,1616.0,15.746,Neptune-like,2016,36.4,Earth,0.599,Jupiter,0.0224,0.0046543465,0.1,Transit
K2-46 b,1465.0,12.144,Super Earth,2016,4.86,Earth,2.05,Earth,0.13821,0.052566737,0.0,Transit
K2-47 b,1141.0,14.065,Super Earth,2016,4.23,Earth,1.89,Earth,0.1779,0.08651608,0.0,Transit
K2-48 b,1023.0,14.345,Neptune-like,2016,5.65,Earth,0.2,Jupiter,0.1344,0.056125943,0.0,Transit
K2-49 b,1491.0,15.668,Super Earth,2016,4.38,Earth,1.93,Earth,0.0309,0.007665982,0.0,Transit
K2-4 b,756.0,14.855,Neptune-like,2015,5.06,Earth,2.1,Earth,0.078,0.027378507,0.08,Transit
K2-50 b,840.0,14.705,Super Earth,2016,3.15,Earth,1.59,Earth,0.0705,0.024093088,0.0,Transit
K2-52 b,3387.0,15.93,Gas Giant,2016,144.0,Jupiter,1.606,Jupiter,0.054,0.009582478,0.0,Transit
K2-53 b,450.0,12.634,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.098,0.03340178,0.0,Transit
K2-54 b,571.0,14.542,Super Earth,2016,1.6,Earth,1.15,Earth,0.0671,0.026830938,0.0,Transit
K2-55 b,520.0,13.519,Neptune-like,2016,14.0,Earth,0.341,Jupiter,0.03486,0.007665982,0.07,Transit
K2-57 b,862.0,14.414,Neptune-like,2016,5.06,Earth,2.1,Earth,0.0746,0.024640657,0.0,Transit
K2-58 b,593.0,12.415,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.0692,0.01943874,0.0,Transit
K2-58 c,593.0,12.415,Super Earth,2016,3.26,Earth,1.62,Earth,0.035,0.0068446267,0.0,Transit
K2-58 d,593.0,12.415,Super Earth,2016,3.57,Earth,1.71,Earth,0.1517,0.062696785,0.0,Transit
K2-59 b,1016.0,14.266,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.1354,0.056673512,0.0,Transit
K2-59 c,1016.0,14.266,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.0905,0.030937715,0.0,Transit
K2-5 b,662.0,14.974,Super Earth,2015,4.31,Earth,1.91,Earth,0.0532,0.015605749,0.0,Transit
K2-5 c,662.0,14.974,Neptune-like,2015,5.73,Earth,0.202,Jupiter,0.0818,0.029842572,0.0,Transit
K2-60 b,1604.0,12.857,Gas Giant,2016,0.426,Jupiter,0.683,Jupiter,0.045,0.008213553,0.0,Transit
K2-61 b,1323.0,13.173,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.0392,0.007118412,0.0,Transit
K2-62 b,367.0,12.391,Neptune-like,2016,5.22,Earth,2.14,Earth,0.0636,0.0183436,0.0,Transit
K2-62 c,367.0,12.391,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1148,0.044353183,0.0,Transit
K2-63 b,1688.0,12.98,Neptune-like,2016,10.5,Earth,0.287,Jupiter,0.1627,0.05557837,0.0,Transit
K2-63 c,1688.0,12.98,Neptune-like,2016,14.5,Earth,0.348,Jupiter,0.189,0.069815196,0.0,Transit
K2-64 b,1631.0,14.132,Super Earth,2016,4.94,Earth,2.07,Earth,0.0619,0.01779603,0.0,Transit
K2-65 b,236.0,10.71,Super Earth,2016,3.12,Earth,1.58,Earth,0.1014,0.034496922,0.0,Transit
K2-66 b,1676.0,11.71,Super Earth,2016,21.3,Earth,0.222,Jupiter,0.05983,0.013963039,0.0,Transit
K2-68 b,550.0,12.987,Super Earth,2016,3.12,Earth,1.58,Earth,0.0708,0.022176592,0.0,Transit
K2-69 b,589.0,16.024,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0591,0.01943874,0.0,Transit
K2-6 b,1033.0,12.66,Neptune-like,2015,6.8,Earth,0.223,Jupiter,0.1898,0.08459959,0.0,Transit
K2-70 b,760.0,13.074,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1112,0.03832991,0.0,Transit
K2-71 b,500.0,16.14,Neptune-like,2016,5.27,Earth,2.15,Earth,0.0559,0.019164955,0.0,Transit
K2-72 b,217.0,15.37,Super Earth,2016,1.28,Earth,1.08,Earth,0.04,0.015331964,0.11,Transit
K2-72 c,217.0,15.37,Super Earth,2016,1.65,Earth,1.16,Earth,0.078,0.04161533,0.11,Transit
K2-72 d,217.0,15.37,Super Earth,2016,1.01,Earth,1.01,Earth,0.05,0.021355236,0.11,Transit
K2-72 e,217.0,15.37,Super Earth,2016,2.21,Earth,1.29,Earth,0.106,0.066255994,0.11,Transit
K2-73 b,878.0,11.345,Neptune-like,2016,6.57,Earth,0.219,Jupiter,0.07619,0.02053388,0.0,Transit
K2-74 b,1232.0,12.715,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.1402,0.053661875,0.0,Transit
K2-75 b,1833.0,12.803,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.081,0.021355236,0.0,Transit
K2-75 c,1833.0,12.803,Neptune-like,2016,8.1,Earth,0.247,Jupiter,0.1429,0.050102666,0.0,Transit
K2-77 b,462.0,12.224,Neptune-like,2016,1.9,Jupiter,0.205,Jupiter,0.076,0.022450376,0.14,Transit
K2-79 b,835.0,12.152,Neptune-like,2016,15.4,Earth,0.361,Jupiter,0.0987,0.030116359,0.0,Transit
K2-7 b,2409.0,13.453,Neptune-like,2015,7.61,Earth,0.238,Jupiter,0.1814,0.07857632,0.0,Transit
K2-80 b,655.0,12.694,Super Earth,2016,4.7,Earth,2.01,Earth,0.135,0.05229295,0.0,Transit
K2-80 c,655.0,12.694,Super Earth,2016,2.76,Earth,1.47,Earth,0.0596,0.015331964,0.0,Transit
K2-80 d,655.0,12.694,Neptune-like,2018,7.04,Earth,0.228,Jupiter,,0.079123884,0.0,Transit
K2-81 b,823.0,14.314,Super Earth,2016,4.54,Earth,1.97,Earth,0.059,0.01670089,0.06,Transit
K2-83 b,409.0,14.522,Super Earth,2016,2.08,Earth,1.244,Earth,0.03014,0.0073921974,0.07,Transit
K2-83 c,409.0,14.522,Super Earth,2016,2.8,Earth,1.483,Earth,0.07131,0.027378507,0.06,Transit
K2-84 b,929.0,13.386,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.0665,0.017522246,0.0,Transit
K2-84 c,929.0,13.386,Super Earth,2016,4.78,Earth,2.03,Earth,0.1768,0.076386034,0.0,Transit
K2-85 b,317.0,12.416,Super Earth,2016,1.87,Earth,1.2,Earth,0.013,0.0019164955,0.24,Transit
K2-86 b,844.0,13.041,Super Earth,2016,4.5,Earth,1.96,Earth,0.077,0.024093088,0.0,Transit
K2-87 b,1602.0,14.136,Gas Giant,2016,0.141,Jupiter,0.678,Jupiter,0.094,0.026557151,0.0,Transit
K2-88 b,361.0,15.523,Super Earth,2016,2.04,Earth,1.23,Earth,0.0345,0.012594113,0.26,Transit
K2-89 b,281.0,14.162,Terrestrial,2016,0.17,Earth,0.615,Earth,0.01462,0.003011636,0.15,Transit
K2-8 b,1316.0,14.801,Neptune-like,2015,12.5,Earth,0.319,Jupiter,0.0856,0.028473647,0.0,Transit
K2-8 c,1316.0,14.801,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.0532,0.013963039,0.0,Transit
K2-90 b,438.0,13.707,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.096,0.037508555,0.07,Transit
K2-90 c,438.0,13.707,Super Earth,2016,2.24,Earth,1.3,Earth,0.035,0.007939767,0.19,Transit
K2-91 b,204.0,15.622,Super Earth,2016,1.37,Earth,1.1,Earth,0.0164,0.003832991,0.09,Transit
K2-95 b,587.0,17.236,Neptune-like,2016,11.0,Earth,0.295,Jupiter,0.0525,0.027652293,0.16,Transit
K2-97 b,2865.0,12.486,Gas Giant,2016,0.48,Jupiter,0.947,Jupiter,0.086,0.022997946,0.22,Transit
K2-98 b,1692.0,12.216,Neptune-like,2016,32.2,Earth,0.464,Jupiter,0.0974,0.027652293,0.0,Transit
K2-99 b,1694.0,11.149,Gas Giant,2016,0.97,Jupiter,1.046,Jupiter,0.1597,0.050102666,0.19,Transit
K2-9 b,271.0,15.86,Neptune-like,2015,5.69,Earth,0.201,Jupiter,0.091,0.050376453,0.0,Transit
Kappa Andromedae b,163.0,4.13791,Gas Giant,2012,13.616,Jupiter,1.1,Jupiter,55.0,253.1,0.0,Direct Imaging
Kappa Coronae Borealis b,98.0,4.79734,Gas Giant,2007,2.0,Jupiter,1.19,Jupiter,2.76,3.4,0.06,Radial Velocity
Kapteyn c,13.0,8.86,Neptune-like,2014,7.0,Earth,0.227,Jupiter,0.311,0.33264887,0.23,Radial Velocity
KELT-10 b,615.0,10.617,Gas Giant,2016,0.679,Jupiter,1.399,Jupiter,0.0525,0.011498973,0.0,Transit
KELT-11 b,323.0,8.04,Gas Giant,2017,0.171,Jupiter,1.35,Jupiter,0.06229,0.012867898,0.0,Transit
KELT-12 b,1201.0,10.585,Gas Giant,2017,0.95,Jupiter,1.78,Jupiter,0.06708,0.0136892535,0.0,Transit
KELT-14 b,816.0,11.001,Gas Giant,2016,1.284,Jupiter,1.743,Jupiter,0.03005,0.0046543465,0.0,Transit
KELT-15 b,1059.0,11.39,Gas Giant,2016,1.31,Jupiter,1.74,Jupiter,0.04613,0.009034907,0.0,Transit
KELT-16 b,1450.0,11.717,Gas Giant,2017,2.75,Jupiter,1.415,Jupiter,0.02044,0.0027378509,0.0,Transit
KELT-17 b,739.0,9.234,Gas Giant,2016,1.31,Jupiter,1.525,Jupiter,0.04881,0.008487337,0.0,Transit
KELT-18 b,1048.0,10.16,Gas Giant,2017,1.18,Jupiter,1.57,Jupiter,0.0455,0.007939767,0.0,Transit
KELT-19 A b,980.0,9.857,Gas Giant,2017,4.07,Jupiter,1.91,Jupiter,0.0637,0.012594113,0.0,Transit
KELT-1 b,876.0,10.632,Gas Giant,2012,27.23,Jupiter,1.11,Jupiter,0.02466,0.003285421,0.01,Transit
KELT-20 b,445.0,7.59,Gas Giant,2017,3.382,Jupiter,1.741,Jupiter,0.0542,0.009582478,0.0,Transit
KELT-21 b,1536.0,10.484,Gas Giant,2018,3.91,Jupiter,1.586,Jupiter,0.05224,0.009856262,0.0,Transit
KELT-23 A b,412.0,10.308,Gas Giant,2019,0.938,Jupiter,1.323,Jupiter,0.03302,0.0062970566,0.0,Transit
KELT-24 b,315.0,8.34,Gas Giant,2019,5.18,Jupiter,1.272,Jupiter,0.06969,0.015331964,0.08,Transit
KELT-2 A b,437.0,8.68,Gas Giant,2012,1.7,Jupiter,1.35,Jupiter,0.05497,0.011225188,0.0,Transit
KELT-3 b,686.0,9.816,Gas Giant,2013,1.94,Jupiter,1.56,Jupiter,0.04123,0.0073921974,0.0,Transit
KELT-4 A b,711.0,9.98,Gas Giant,2016,0.902,Jupiter,1.699,Jupiter,0.04317,0.008213553,0.0,Transit
KELT-6 b,785.0,10.371,Gas Giant,2014,0.52,Jupiter,1.3,Jupiter,0.07939,0.021355236,0.22,Transit
KELT-6 c,785.0,10.371,Gas Giant,2015,3.71,Jupiter,1.16,Jupiter,2.39,3.5,0.21,Radial Velocity
KELT-7 b,446.0,8.56,Gas Giant,2015,1.39,Jupiter,1.6,Jupiter,0.04415,0.0073921974,0.0,Transit
KELT-8 b,644.0,10.845,Gas Giant,2015,0.66,Jupiter,1.62,Jupiter,0.0455,0.008761123,0.04,Transit
KELT-9 b,667.0,7.55,Gas Giant,2017,2.88,Jupiter,1.891,Jupiter,0.03462,0.0041067763,0.0,Transit
Kepler-1000 b,3639.0,13.23,Neptune-like,2016,20.3,Earth,0.425,Jupiter,0.5337,0.32854208,0.0,Transit
Kepler-1001 b,3030.0,15.582,Neptune-like,2016,10.1,Earth,0.281,Jupiter,0.1129,0.039151266,0.0,Transit
Kepler-1001 c,3030.0,15.582,Super Earth,2020,3.11,Earth,1.578,Earth,0.084,0.025188226,0.0,Transit
Kepler-1002 b,1332.0,11.821,Super Earth,2016,3.57,Earth,1.71,Earth,0.0564,0.011772759,0.0,Transit
Kepler-1003 b,3072.0,14.132,Super Earth,2016,3.82,Earth,1.78,Earth,0.0444,0.009856262,0.0,Transit
Kepler-1004 b,3760.0,13.705,Neptune-like,2016,32.5,Earth,0.56,Jupiter,0.0671,0.01451061,0.0,Transit
Kepler-1005 b,1852.0,13.371,Super Earth,2016,2.86,Earth,1.5,Earth,0.0669,0.01779603,0.0,Transit
Kepler-1006 b,3529.0,14.467,Super Earth,2016,2.99,Earth,1.54,Earth,0.1464,0.054209445,0.0,Transit
Kepler-1007 b,1191.0,14.981,Super Earth,2016,2.67,Earth,1.44,Earth,0.048,0.014236824,0.0,Transit
Kepler-1008 b,922.0,13.59,Super Earth,2016,2.18,Earth,1.28,Earth,0.0951,0.03394935,0.0,Transit
Kepler-1009 b,1158.0,15.758,Neptune-like,2016,5.35,Earth,2.17,Earth,0.0796,0.031211497,0.0,Transit
Kepler-100 b,994.0,11.055,Super Earth,2014,7.34,Earth,1.32,Earth,0.072,0.01889117,0.13,Transit
Kepler-100 c,994.0,11.055,Neptune-like,2014,7.05,Earth,2.2,Earth,0.109,0.03504449,0.02,Transit
Kepler-100 d,994.0,11.055,Super Earth,2014,3.0,Earth,1.61,Earth,0.2143,0.09664613,0.38,Transit
Kepler-1010 b,1890.0,14.964,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.193,0.09390828,0.0,Transit
Kepler-1011 b,2403.0,15.294,Neptune-like,2016,8.6,Earth,0.256,Jupiter,0.0633,0.015879534,0.0,Transit
Kepler-1012 b,1341.0,13.486,Super Earth,2016,2.21,Earth,1.29,Earth,0.0585,0.015058179,0.0,Transit
Kepler-1013 b,1377.0,14.563,Neptune-like,2016,5.27,Earth,2.15,Earth,0.137,0.051745377,0.0,Transit
Kepler-1014 b,2038.0,14.866,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.121,0.045448326,0.0,Transit
Kepler-1015 b,2412.0,12.825,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.1396,0.043805614,0.0,Transit
Kepler-1016 b,4576.0,15.531,Neptune-like,2016,5.39,Earth,2.18,Earth,0.0307,0.0054757018,0.0,Transit
Kepler-1016 c,4576.0,15.531,Neptune-like,2016,13.1,Earth,0.328,Jupiter,0.4389,0.28939083,0.0,Transit
Kepler-1017 b,1801.0,14.315,Super Earth,2016,4.62,Earth,1.99,Earth,0.0702,0.019712524,0.0,Transit
Kepler-1018 b,3295.0,15.103,Neptune-like,2016,7.18,Earth,0.23,Jupiter,0.253,0.13442847,0.0,Transit
Kepler-1019 b,633.0,13.882,Super Earth,2016,2.73,Earth,1.46,Earth,0.0221,0.003832991,0.0,Transit
Kepler-101 b,3027.0,13.7,Gas Giant,2014,0.16,Jupiter,0.51,Jupiter,0.0474,0.009582478,0.09,Transit
Kepler-101 c,3027.0,13.7,Super Earth,2014,3.78,Earth,1.25,Earth,0.0684,0.016427105,0.0,Transit
Kepler-1020 b,1355.0,14.211,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.3878,0.26529774,0.0,Transit
Kepler-1021 b,2642.0,15.207,Neptune-like,2016,6.04,Earth,0.208,Jupiter,0.1034,0.036960986,0.0,Transit
Kepler-1022 b,1370.0,15.758,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0805,0.030116359,0.0,Transit
Kepler-1023 b,2264.0,14.7121,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.301,0.17002054,0.0,Transit
Kepler-1024 b,3547.0,16.272,Neptune-like,2016,14.5,Earth,0.349,Jupiter,0.3033,0.1817933,0.0,Transit
Kepler-1025 b,2622.0,13.695,Super Earth,2016,4.58,Earth,1.98,Earth,0.3344,0.10212183,0.0,Transit
Kepler-1026 b,1146.0,14.463,Neptune-like,2016,5.52,Earth,2.21,Earth,0.1977,0.09993155,0.0,Transit
Kepler-1027 b,1321.0,12.994,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0295,0.005201916,0.0,Transit
Kepler-1028 b,1983.0,14.611,Super Earth,2016,2.33,Earth,1.33,Earth,0.0354,0.0068446267,0.0,Transit
Kepler-1029 b,1196.0,14.434,Super Earth,2016,2.13,Earth,1.26,Earth,0.047,0.012046544,0.0,Transit
Kepler-102 b,352.0,12.072,Terrestrial,2014,4.3,Earth,0.47,Earth,0.0552,0.01451061,0.0,Transit
Kepler-102 c,352.0,12.072,Terrestrial,2014,3.0,Earth,0.58,Earth,0.067,0.01943874,0.0,Transit
Kepler-102 d,352.0,12.072,Super Earth,2014,3.8,Earth,1.18,Earth,0.0862,0.028199865,0.0,Transit
Kepler-102 e,352.0,12.072,Super Earth,2013,8.93,Earth,2.22,Earth,0.1162,0.044079397,0.0,Transit
Kepler-102 f,352.0,12.072,Terrestrial,2014,5.2,Earth,0.88,Earth,0.1655,0.075290896,0.0,Transit
Kepler-1030 b,2475.0,16.003,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1338,0.05284052,0.0,Transit
Kepler-1031 b,2228.0,13.877,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0218,0.003285421,0.0,Transit
Kepler-1032 b,2195.0,16.007,Super Earth,2016,4.16,Earth,1.87,Earth,0.0361,0.009034907,0.0,Transit
Kepler-1033 b,4748.0,16.186,Neptune-like,2016,6.85,Earth,0.224,Jupiter,0.0761,0.020807665,0.0,Transit
Kepler-1034 b,2135.0,15.269,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.0965,0.033127997,0.0,Transit
Kepler-1035 b,1834.0,13.097,Super Earth,2016,1.71,Earth,1.17,Earth,0.0386,0.0073921974,0.0,Transit
Kepler-1036 b,1597.0,13.87,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.4629,0.33648187,0.0,Transit
Kepler-1037 b,1458.0,14.475,Super Earth,2016,2.18,Earth,1.28,Earth,0.0198,0.003011636,0.0,Transit
Kepler-1038 b,1905.0,15.03,Neptune-like,2016,12.2,Earth,0.315,Jupiter,0.5238,0.40657085,0.0,Transit
Kepler-1038 c,1905.0,15.03,Super Earth,2021,2.59,Earth,1.416,Earth,0.0692,0.01943874,0.0,Transit
Kepler-1039 b,1001.0,14.438,Super Earth,2016,2.73,Earth,1.46,Earth,0.0184,0.0024640656,0.0,Transit
Kepler-103 b,1614.0,11.883,Neptune-like,2014,9.7,Earth,0.301,Jupiter,0.1269,0.043805614,0.03,Transit
Kepler-103 c,1614.0,11.883,Neptune-like,2014,36.1,Earth,0.459,Jupiter,0.6372,0.49171802,0.02,Transit
Kepler-1040 b,1573.0,13.614,Super Earth,2016,4.98,Earth,2.08,Earth,0.6559,0.5505818,0.0,Transit
Kepler-1041 b,4847.0,14.576,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.1688,0.0678987,0.0,Transit
Kepler-1042 b,2150.0,16.004,Neptune-like,2016,5.43,Earth,2.19,Earth,0.0756,0.027652293,0.0,Transit
Kepler-1043 b,2947.0,14.949,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.2159,0.10540725,0.0,Transit
Kepler-1044 b,4172.0,15.478,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.0741,0.018617386,0.0,Transit
Kepler-1045 b,3074.0,15.879,Neptune-like,2016,7.7,Earth,0.24,Jupiter,0.1616,0.07227926,0.0,Transit
Kepler-1046 b,2354.0,13.347,Super Earth,2016,3.57,Earth,1.71,Earth,0.1167,0.03942505,0.0,Transit
Kepler-1047 b,2667.0,13.46,Super Earth,2016,5.02,Earth,2.09,Earth,0.2939,0.15386721,0.0,Transit
Kepler-1047 c,2667.0,13.46,Terrestrial,2016,0.937,Earth,0.99,Earth,0.0434,0.008761123,0.0,Transit
Kepler-1048 b,1814.0,15.138,Super Earth,2016,3.22,Earth,1.61,Earth,0.059,0.01889117,0.0,Transit
Kepler-1049 b,528.0,14.695,Terrestrial,2016,0.809,Earth,0.95,Earth,0.0349,0.009034907,0.0,Transit
Kepler-104 b,1307.0,12.697,Super Earth,2014,19.6,Earth,0.277,Jupiter,0.094,0.031211497,0.0,Transit
Kepler-104 c,1307.0,12.697,Neptune-like,2014,9.96,Earth,0.279,Jupiter,0.153,0.06488707,0.0,Transit
Kepler-104 d,1307.0,12.697,Neptune-like,2014,12.5,Earth,0.319,Jupiter,0.257,0.14182067,0.0,Transit
Kepler-1050 b,1600.0,13.198,Super Earth,2016,3.19,Earth,1.6,Earth,0.1313,0.042162903,0.0,Transit
Kepler-1050 c,1600.0,13.198,Super Earth,2016,2.79,Earth,1.48,Earth,0.1622,0.057768654,0.0,Transit
Kepler-1051 b,2705.0,13.212,Neptune-like,2016,11.5,Earth,0.303,Jupiter,0.1891,0.07118412,0.0,Transit
Kepler-1052 b,3078.0,14.932,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.2046,0.095551,0.0,Transit
Kepler-1053 b,493.0,13.576,Terrestrial,2016,0.904,Earth,0.98,Earth,0.0315,0.006570842,0.0,Transit
Kepler-1054 b,3557.0,14.143,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.054,0.011772759,0.0,Transit
Kepler-1055 b,1270.0,13.194,Super Earth,2016,2.04,Earth,1.23,Earth,0.0331,0.0062970566,0.0,Transit
Kepler-1056 b,3205.0,14.772,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.1629,0.075290896,0.0,Transit
Kepler-1057 b,3920.0,15.825,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.1138,0.038603697,0.0,Transit
Kepler-1058 b,1605.0,15.869,Neptune-like,2016,7.85,Earth,0.243,Jupiter,0.3679,0.30390143,0.0,Transit
Kepler-1059 b,2326.0,15.785,Super Earth,2016,3.64,Earth,1.73,Earth,0.044,0.010403832,0.0,Transit
Kepler-105 b,1498.0,12.981,Neptune-like,2013,5.1,Earth,0.429,Jupiter,0.066,0.014784395,0.47,Transit
Kepler-105 c,1498.0,12.981,Super Earth,2014,4.6,Earth,1.31,Earth,0.0711,0.01943874,0.0,Transit
Kepler-1060 b,3088.0,14.827,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.2495,0.12840521,0.0,Transit
Kepler-1061 b,1772.0,13.319,Super Earth,2016,4.58,Earth,1.98,Earth,0.0384,0.007665982,0.0,Transit
Kepler-1062 b,1296.0,15.095,Super Earth,2016,3.75,Earth,1.76,Earth,0.0748,0.025462013,0.0,Transit
Kepler-1063 b,1120.0,13.029,Super Earth,2016,2.83,Earth,1.49,Earth,0.1176,0.038603697,0.0,Transit
Kepler-1064 b,1220.0,13.958,Super Earth,2016,3.02,Earth,1.55,Earth,0.1183,0.04517454,0.0,Transit
Kepler-1065 b,3662.0,15.744,Neptune-like,2016,13.4,Earth,0.333,Jupiter,0.0455,0.009856262,0.0,Transit
Kepler-1065 c,3662.0,15.744,Super Earth,2016,3.19,Earth,1.6,Earth,0.0344,0.006570842,0.0,Transit
Kepler-1066 b,1123.0,13.115,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0299,0.005201916,0.0,Transit
Kepler-1067 b,2178.0,14.395,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0162,0.0021902807,0.0,Transit
Kepler-1067 c,2178.0,14.395,Super Earth,2021,3.7,Earth,1.747,Earth,0.0601,0.014784395,0.0,Transit
Kepler-1068 b,4807.0,16.096,Neptune-like,2016,12.8,Earth,0.324,Jupiter,0.1309,0.046269678,0.0,Transit
Kepler-1069 b,2270.0,13.234,Super Earth,2016,3.19,Earth,1.6,Earth,0.1685,0.065434635,0.0,Transit
Kepler-106 b,1449.0,12.923,Terrestrial,2014,5.3,Earth,0.82,Earth,0.0648,0.016974675,0.0,Transit
Kepler-106 c,1449.0,12.923,Super Earth,2014,10.44,Earth,0.223,Jupiter,0.1096,0.037234772,0.0,Transit
Kepler-106 d,1449.0,12.923,Terrestrial,2014,8.1,Earth,0.95,Earth,0.1602,0.06570842,0.0,Transit
Kepler-106 e,1449.0,12.923,Super Earth,2014,11.17,Earth,0.228,Jupiter,0.2395,0.11991786,0.0,Transit
Kepler-1070 b,3063.0,14.133,Super Earth,2016,3.64,Earth,1.73,Earth,0.0693,0.016974675,0.0,Transit
Kepler-1071 b,3400.0,15.881,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.0615,0.016974675,0.0,Transit
Kepler-1072 b,3206.0,13.972,Super Earth,2016,3.12,Earth,1.58,Earth,0.0269,0.0043805614,0.0,Transit
Kepler-1073 b,2642.0,14.749,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.0805,0.023819301,0.0,Transit
Kepler-1073 c,2642.0,14.749,Super Earth,2016,3.33,Earth,1.64,Earth,0.0483,0.0109514035,0.0,Transit
Kepler-1073 d,2642.0,14.749,Super Earth,2021,2.82,Earth,1.488,Earth,0.0352,0.0068446267,0.0,Transit
Kepler-1074 b,818.0,15.599,Super Earth,2016,2.1,Earth,1.25,Earth,0.0536,0.01615332,0.0,Transit
Kepler-1075 b,950.0,15.909,Super Earth,2016,2.6,Earth,1.42,Earth,0.0208,0.0041067763,0.0,Transit
Kepler-1076 b,649.0,13.175,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0611,0.01670089,0.0,Transit
Kepler-1077 b,3593.0,14.923,Neptune-like,2016,8.1,Earth,0.247,Jupiter,0.2101,0.094182074,0.0,Transit
